StationCode,RT_RO_Other,DATE,MONTH,YEAR,PERIOD,LAT,LON,SC_COUNTY,StationDepth_m,CHANNEL_WIDTH_m,CHANNEL_WIDTH_log,YSIb_DO_mgL,Logger_DO_min,Logger_DO_mean,Logger_DO_max,Logger_DO_range,YSIb_Salinity,Logger_Salin_min,Logger_Salin_mean,Logger_Salin_max,Logger_Salin_range,YSIb_Temp,Logger_Temp_min,Logger_Temp_mean,Logger_Temp_max,Logger_Temp_range,Logger_pH_min,Logger_pH_mean,Logger_pH_max,Logger_pH_range,TOC_Water_DHEC,Chl_a_DHEC,SecchiDepth_m,TOC_sediment,SiltClay,Entero_DHEC,LOG_ENTERO,FecalColiform_DHEC,LOG_FC,Met_Total,PAH_Total,PCB_Total,DDT_Total,PBDE_Total,ERMQ_DDT_tot,ERMQ_met,ERMQ_PAH_13,ERMQ_PAH_tot,ERMQ_PCB_tot,ERMQ_ALL,trawl_SP_RICH,trawl_ABUNDANCE,trawl_SIMPSON_INDEX,benth_SP_RICH,benth_ABUNDANCE,benth_SIMPSON_INDEX,BIBI,AMBI,MAMBI,benth_SENSC_ABUND,benth_SENSC_relABUND,benth_TCSENS_ABUND,benth_TCSENS_relABUND
RO11309,OpenWater,8/17/11,8,2011,2009-2018,32.37103,-80.77222,Beaufort,11.9,2494,7.821643126,5.23,5.03,5.38,5.71,0.68,34.5,33.55,34.07,35.53,1.98,30.7,30.46,30.63,30.9,0.44,7.7,7.78,7.86,0.16,,4.67,1.4,0.059999999,3.683559418,0,0,0,0,37.36392593,0,0.154924005,0,0,0,0.0287,0,0,0.000860689,0.009591075,7,9,0.814814815,16,57,0.85380117,4,0.15,,19,33.33,0,0
RO11306,OpenWater,8/17/11,8,2011,2009-2018,32.29769,-80.69794,Beaufort,11,4995,8.516192691,5.31,4.75,5.71,6.73,1.98,34.7,35.71,36.13,36.69,0.98,30.7,29.67,30.38,31.24,1.57,7.6,7.8,7.89,0.29,,4.7,10,0.074999999,3.678756952,0,0,0,0,20.85929298,12.90635681,0.137981996,0,0.029188,0,0.0111,0.000635478,0.000458575,0.000766567,0.00406718,2,7,0.244897959,8,34,0.78200692,3,0.773,0.471729829,17,50,0,0
RT12034,TidalCreek,7/17/12,7,2012,2009-2018,32.4406,-80.87666,Jasper,3,151,5.017279837,2.64,2.08,2.91,3.9,1.82,33.3,28.57,31.09,34.91,6.34,30.5,29.71,30.4,31.54,1.83,7.21,7.29,7.43,0.22,,5.41,0.4,0.225000001,7.190522194,16.66666603,1.221848733,30,1.477121255,30.22588158,636.6814575,0.131426007,0.158522993,0.029808,0.003438677,0.0152,0.04243727,0.02762407,0.000730145,0.02822137,21,252,0.397423784,16,850,0.495506029,3.5,3.988,,608,71.53,221,26
RO12325,OpenWater,7/17/12,7,2012,2009-2018,32.4146,-80.81,Beaufort,1.5,2458,7.80710329,4.61,4.67,5.57,6.35,1.68,33.2,34.81,35.45,35.84,1.03,30.7,29.68,30.04,30.77,1.09,7.54,7.68,7.79,0.25,,3.48,0.6,0.204999998,9.045173645,0,0,0,0,37.5092926,7.551566124,0.234319001,0,0,0,0.0207,0.000342591,0.000368136,0.001301772,0.007124594,,,,43,403,0.892233312,4.5,0.868,0.686028776,123,30.52,27,6.7
RO12317,OpenWater,7/17/12,7,2012,2009-2018,32.49754,-80.83031,Jasper,4.6,1318,7.183870715,3.35,3.4,4.36,5.31,1.91,31.7,32.5,33.69,34.73,2.23,30.3,29.27,30.05,30.74,1.47,7.3,7.48,7.69,0.39,,4.21,0.5,0.105,7.045502663,0,0,4,0.602059991,30.67425537,4.243849754,0.167102009,0,0,0,0.0202,0.000132477,0.000210834,0.000928345,0.00683606,8,31,0.661810614,10,61,0.731523784,3.5,0.589,,30,49.18,3,4.92
RT12031,TidalCreek,7/17/12,7,2012,2009-2018,32.56295,-80.90692,Jasper,3,169,5.129898715,3.2,0.63,2.55,4.32,3.69,29.6,23.49,27.83,32.19,8.7,30.4,29.06,29.83,30.93,1.87,7.01,7.15,7.3,0.29,,4.05,0.6,0.174999997,3.756869793,58.25,1.76529593,13,1.113943352,26.14048958,7.313182831,0.100096002,0.053998999,0,0.001171345,0.016,0.000301949,0.000263384,0.000556089,0.005565575,7,14,0.683673469,22,939,0.819570995,3.5,3.163,0.43398346,4,0.43,69,7.35
RT12038,TidalCreek,7/18/12,7,2012,2009-2018,32.11615,-81.01504,Jasper,2.7,84,4.430816799,1.96,0,0.81,2.29,2.29,27.4,15.23,20.59,29.14,13.91,29.5,27.29,28.49,29.57,2.28,6.93,7,7.11,0.18,,3.32,0.4,0.670000017,73.70146179,123.3333359,2.091080478,24,1.380211242,108.310318,5.135836124,0.123777002,0.144696996,0,0.003138764,0.0555,0.000161374,0.001896345,0.00068765,0.01874724,4,22,0.380165289,7,87,0.623596248,2,3.362,0.274449072,0,0,26,29.89
RT12029,TidalCreek,7/18/12,7,2012,2009-2018,32.33718,-80.80167,Beaufort,3,28,3.33220451,4.58,3.55,5,6.25,2.7,34.4,35.01,35.69,36.31,1.3,30.9,28.55,29.97,31.68,3.13,7.35,7.55,7.78,0.43,,3.2,0.6,0.18,33.41057205,0,0,0,0,56.33832932,8.689389229,0.198854998,0.098730996,0,0.00214167,0.0272,0.000382489,0.000280279,0.00110475,0.009417499,,,,39,470,0.831618787,4.5,2.882,,61,12.98,86,18.3
RO12329,OpenWater,7/18/12,7,2012,2009-2018,32.12943,-80.83398,Beaufort,7.6,1548,7.344719054,5.52,5.41,5.95,6.72,1.31,31.6,28.44,32.68,33.89,5.45,30.5,29.57,30.29,30.74,1.17,,,,0,,9.15,0.7,0.150000006,5.294959545,10,1,0,0,28.78537941,1.264052987,0.097755998,0,0,0,0.0146,4.87E-05,0.000103722,0.000543089,0.004903558,8,48,0.651041667,11,50,0.6568,3.5,0.5,0.476273146,36,72,1,2
RO12318,OpenWater,7/19/12,7,2012,2009-2018,32.16965,-80.79361,Beaufort,5.8,1271,7.147559271,5.44,5.07,5.89,6.66,1.59,31.7,33.17,33.55,34.13,0.96,30.2,29.36,29.93,30.54,1.18,7.76,7.94,8.06,0.3,,2.72,1.7,0.055,4.337701797,13.66666699,1.135662612,2,0.301029996,26.80064774,0.815348983,0.178776994,0,0.026815999,0,0.0133,2.13E-05,7.48E-05,0.000993206,0.004473313,2,2,0.5,50,355,0.88878816,4.5,1.234,,135,38.03,7,1.97
RO12316,OpenWater,7/24/12,7,2012,2009-2018,32.77076,-79.92419,Charleston,1.5,5321,8.579416535,4.62,4.01,5.42,6.12,2.11,26.1,25.7,28.77,32.95,7.25,29.6,29.47,29.91,30.6,1.13,7.57,7.79,7.91,0.34,,3.53,1.1,4.174999952,96.90917206,30.75,1.48784512,26,1.414973348,198.8502655,781.1454468,1.62035203,0.271367997,0,0.005886508,0.1022,0.04139984,0.0252813,0.009001955,0.05712197,16,28,0.87755102,17,151,0.848120696,3.5,2.954,0.416948738,3,1.99,37,24.5
RT12028,TidalCreek,7/25/12,7,2012,2009-2018,32.65143,-80.19876,Charleston,1.5,48,3.871201011,2.73,3.22,4.74,6.22,3,33.1,32.61,32.89,33.13,0.52,30.5,30.06,31.19,32.38,2.32,7.44,7.6,7.72,0.28,,6.77,0.5,0.345000014,6.699223518,2.5,0.397940009,13,1.113943352,55.74302673,26.02283859,0.53341198,0.053482,0.068962999,0.00116013,0.029,0.001462377,0.000849302,0.0029634,0.01061733,10,87,0.423569824,52,1594,0.911832606,4.5,1.757,,37,2.32,6,0.38
RO12328,OpenWater,7/25/12,7,2012,2009-2018,32.78629,-80.09807,Charleston,1.5,263,5.572154032,3.48,3.13,4.55,5.37,2.24,30.9,30.43,31.02,31.28,0.85,30.8,30.11,31.37,32.81,2.7,7.25,7.45,7.56,0.31,,7.82,0.6,0.305000007,25.7012825,67,1.826074803,13,1.113943352,54.51922226,13.09575367,0.160889998,0,0,0,0.0289,0.000544046,0.000499924,0.000893833,0.009966034,19,142,0.544534815,30,617,0.712559984,3,1.298,0.535941138,3,0.49,50,8.1
RT12020,TidalCreek,7/27/12,7,2012,2009-2018,32.81889,-79.97981,Charleston,1.5,33,3.496507561,1.08,0.93,2.55,4.94,4.01,25.4,25.52,25.99,27.23,1.71,29.2,29.43,31.89,33.98,4.55,7.02,7.18,7.48,0.46,,8.71,0.4,3.24000001,46.85424423,35.59999847,1.551449979,23,1.361727836,127.2837219,205.3484192,1.283506989,0.625069976,0.051162001,0.013559,0.0671,0.01274258,0.008523737,0.007130594,0.03077429,,,,11,87,0.560573283,2,4.059,0.247548941,0,0,55,63.22
RO12326,OpenWater,7/31/12,7,2012,2009-2018,32.49484,-80.44276,Colleton,1.8,5360,8.586719254,4.35,3.84,5.09,6.14,2.3,32.4,29.7,31.99,34.68,4.98,29.5,29.04,29.74,31.32,2.28,7.49,7.69,7.91,0.42,,7.73,0.2,1.144999981,40.78160858,0,0,0,0,102.3354416,169.333252,0.576943994,0,0,0,0.0541,0.008229633,0.005976994,0.003205244,0.02262152,12,33,0.734618916,37,271,0.869834559,3.5,2.188,0.576113093,4,1.48,76,28.04
RO12330,OpenWater,7/31/12,7,2012,2009-2018,32.52493,-80.5153,Colleton,4.6,389,5.963579344,3.6,3.65,4.24,4.86,1.21,32,27.22,30.84,34.16,6.94,29.7,29.31,29.87,30.83,1.52,7.4,7.52,7.76,0.36,,5.33,0.3,1,30.56294632,10,1,4,0.602059991,83.85680389,12.81438446,0.223854005,0.065941997,0,0.001430412,0.0421,0.000544811,0.002545261,0.001243633,0.01443906,10,105,0.303673469,22,68,0.894631321,3.5,1.675,0.547238759,3,4.41,8,11.76
RT12039,TidalCreek,7/31/12,7,2012,2009-2018,32.57994,-80.51455,Colleton,6.1,105,4.65396035,2.95,2.6,3.14,3.7,1.1,29.4,28.41,30.46,31.52,3.11,29.6,29.21,29.74,30.49,1.28,7.16,7.26,7.38,0.22,,5.8,0.3,0.61500001,19.35167885,13.66666699,1.135662612,6,0.77815125,65.59117126,17.35484314,0.223749995,0.198181003,0.033562001,0.004298938,0.0321,0.000742789,0.0014134,0.001243056,0.01131707,7,37,0.612125639,30,315,0.802872327,3.5,2.586,0.536888882,15,4.76,127,40.32
RT12023,TidalCreek,8/1/12,8,2012,2009-2018,32.56931,-80.40272,Colleton,1.8,27,3.295836866,3.48,2.63,3.6,4.83,2.2,30.7,22.92,30.03,34.22,11.3,29.9,27.68,30.01,34.15,6.47,6.99,7.29,7.5,0.51,,11.68,0.3,5.159999847,96.4697876,35.25,1.547159121,7,0.84509804,178.7982025,57.72005844,1.533548951,0.206594005,0,0.004481432,0.1013,0.00303076,0.003034883,0.008519717,0.03594078,17,74,0.704894083,8,46,0.738185255,2,3.907,0.275875993,0,0,16,34.78
RT12032,TidalCreek,8/1/12,8,2012,2009-2018,32.52551,-80.34692,Colleton,1.5,79,4.369447852,2.78,2.65,3.49,5.25,2.6,33.1,31.45,32.74,35.28,3.83,29.3,29.13,29.73,30.21,1.08,7.26,7.42,7.82,0.56,,8.8,0.3,2.704999924,76.89076996,27.75,1.443262987,13,1.113943352,148.2576141,56.39902878,0.408758998,0.129221007,0,0.002803059,0.0783,0.002939312,0.002699436,0.002270883,0.02789044,14,36,0.856481481,12,236,0.622981956,3,3.687,0.299093582,6,2.54,133,56.36
RO12320,OpenWater,8/1/12,8,2012,2009-2018,32.58255,-80.39455,Colleton,0.9,875,6.774223886,3.08,0,3.14,4.33,4.33,24.8,17.32,24.65,32.88,15.56,29.8,29.66,30.06,31.03,1.37,7.2,7.42,7.65,0.45,,14.28,0.2,0.910000026,20.15120888,15.25,1.183269844,13,1.113943352,67.97705078,50.31333923,0.255867004,0.195659995,0,0.004244252,0.0359,0.002313295,0.002564296,0.001421483,0.01345029,17,106,0.766642933,10,99,0.795224977,3,3.142,0.33941601,2,2.02,34,34.34
RO12323,OpenWater,8/1/12,8,2012,2009-2018,32.53098,-80.38404,Colleton,3,796,6.679599186,4.07,3.75,4.75,6.21,2.46,33.2,30.76,34.47,36.26,5.5,29.7,29.55,29.87,30.32,0.77,7.48,7.71,7.98,0.5,,9.6,0.2,0.045,0.4924981,5,0.698970004,2,0.301029996,17.19504929,0,0.120319001,0,0,0,0.0095,0,1.26E-05,0.000668439,0.003207315,2,2,0.5,8,274,0.585460067,2.5,1.618,,1,0.36,3,1.09
RT12033,TidalCreek,8/7/12,8,2012,2009-2018,33.11714,-79.35549,Charleston,1,15,2.708050201,2.7,2.49,4.06,5.38,2.89,20.9,19.92,27.2,34.09,14.17,27.7,27.22,29.11,30.36,3.14,6.5,6.95,7.44,0.94,,16.72,0.5,5.029999971,89.26950073,176.5,2.24674471,500,2.698970004,179.033844,29.8168335,1.28777504,0,0,0,0.0983,0.001255777,0.002391182,0.007154306,0.03374267,13,138,0.794055871,8,297,0.64271366,2,4.378,,1,0.34,116,39.06
RO12327,OpenWater,8/7/12,8,2012,2009-2018,33.2732,-79.23777,Georgetown,1.2,1615,7.387090236,4.83,4.62,5.14,6.53,1.91,13.8,11.49,16.87,20.54,9.05,29.1,28.57,29.08,29.55,0.98,7.44,7.63,7.79,0.35,,22.08,0.5,0.844999999,19.91028976,10,1,2,0.301029996,79.67218781,13.89825726,1.051018953,0.071134999,0,0.001543059,0.0412,0.000635569,0.00165862,0.005838994,0.0143802,4,13,0.378698225,9,54,0.724279835,2.5,3.207,,0,0,13,24.07
RT12021,TidalCreek,8/8/12,8,2012,2009-2018,32.90292,-79.69398,Charleston,0.9,12,2.48490665,1.48,1.41,3.26,4.56,3.15,34.9,30.66,33.27,35.54,4.88,28.3,26.84,28.97,30.34,3.5,7.16,7.45,7.72,0.56,,12.27,0.2,3.125,75.80255127,10,1,7,0.84509804,162.7550201,39.3498497,1.146785975,0.141186997,0,0.003062625,0.0884,0.002121833,0.001917958,0.006371033,0.03099415,,,,19,722,0.653428134,3,2.553,0.363705691,3,0.42,299,41.41
RT12025,TidalCreek,8/8/12,8,2012,2009-2018,33.02878,-79.56393,Charleston,1.8,19,2.944438979,1.23,2.19,4.11,5.42,3.23,32.4,32.45,33.95,35.2,2.75,28.3,28.11,29.19,30.04,1.93,7.24,7.48,7.68,0.44,,16.62,0.1,2.754999995,72.0019989,25.75,1.410777233,2,0.301029996,143.1981049,37.55324173,0.440560997,0.16772601,0.078272,0.003638308,0.0847,0.002043788,0.002032264,0.002447561,0.02958952,24,119,0.834545583,13,128,0.736561473,3,3.246,0.348684524,3,2.34,57,44.53
RT12037,TidalCreek,8/8/12,8,2012,2009-2018,32.90052,-79.626,Charleston,1.5,42,3.737669618,1.16,1.24,2.43,3.99,2.75,30.5,27.88,30.6,34.79,6.91,28.9,28.28,29.46,30.03,1.75,7.08,7.26,7.67,0.59,,10.68,0.2,0.229999997,7.096522331,20.66666603,1.315270421,50,1.698970004,33.40248489,3.631860018,0.104276001,0.064281002,0,0.001394382,0.018,0.000166674,0.000272148,0.000579311,0.006184051,24,137,0.763173318,14,384,0.328898112,2.5,4.14,0.226225199,13,3.39,325,84.64
RO12322,OpenWater,8/14/12,8,2012,2009-2018,32.36974,-80.68768,Beaufort,7,335,5.814130532,4.25,3.93,4.95,6.56,2.63,34.1,33.23,34.08,34.69,1.46,29.7,29.5,29.86,30.06,0.56,7.55,7.69,7.92,0.37,,6.1,0.9,1.219999969,32.45069122,12.75,1.105510185,4,0.602059991,85.38602448,113.9930573,0.247085005,0.175747007,0,0.0038123,0.0456,0.006872003,0.004023389,0.001372695,0.01912772,10,36,0.74691358,22,89,0.92536157,4,1.524,,20,22.47,9,10.11
RO12319,OpenWater,8/14/12,8,2012,2009-2018,32.48461,-80.69112,Beaufort,4,716,6.573680167,4.85,4.33,4.93,5.6,1.27,33.7,33.87,34.39,34.65,0.78,29.7,29.44,29.94,30.39,0.95,7.49,7.55,7.62,0.13,,8.43,0.6,0.429999992,17.41527939,0,0,2,0.301029996,55.24989319,32.19988632,0.521561027,0.130389988,0,0.002828416,0.0269,0.001420133,0.001276467,0.002897561,0.009963309,6,179,0.07584033,21,104,0.824232918,3,2.38,0.473060518,7,6.73,32,30.77
RT12026,TidalCreek,8/14/12,8,2012,2009-2018,32.41936,-80.71051,Beaufort,3.7,85,4.442651256,3.32,2.9,3.95,5.75,2.85,32,31.52,32.12,33.12,1.6,29.1,28.94,30.04,31.36,2.42,7.25,7.36,7.48,0.23,,7.56,0.5,0.164999999,5.672658443,12.75,1.105510185,80,1.903089987,35.55873108,7.146948814,0.081563003,0.052145999,0,0.00113115,0.0174,0.000303826,0.000305045,0.000453128,0.006031089,7,62,0.181581686,28,1163,0.575797353,3.5,3.628,0.37090641,27,2.32,740,63.63
RO12321,OpenWater,8/14/12,8,2012,2009-2018,32.2864,-80.74681,Beaufort,8.5,3779,8.237214703,6.4,3.13,6.34,9.2,6.07,34.5,34.14,34.54,34.78,0.64,29.5,29.24,29.52,29.97,0.73,7.84,7.88,7.93,0.09,,4.31,1.9,0.085000001,3.563281059,0,0,0,0,22.64233971,0,0.113922,0,0,0,0.0122,0,0.000015338,0.0006329,0.00407761,3,3,0.666666667,14,115,0.474453678,3.5,0.199,0.47827976,87,75.65,0,0
RO12324,OpenWater,8/21/12,8,2012,2009-2018,33.02762,-79.91059,Berkeley,5.5,242,5.488937726,5.3,4.82,5.75,6.43,1.61,0.1,0.1,0.2,0.4,0.3,29.1,28.63,29.3,29.71,1.08,7.1,7.2,7.27,0.17,,5.39,1.1,0.544999987,9.357301712,48.75,1.68797462,22,1.342422681,90.90419006,1.648972034,0.135986,0.012239,0,0.000265488,0.0468,9.04E-05,0.000178441,0.000755478,0.01570422,2,4,0.375,10,141,0.750714286,4,2.277,0.400616399,53,37.59,0,0
RT12024,TidalCreek,8/21/12,8,2012,2009-2018,32.67495,-79.93295,Charleston,2.1,65,4.17438727,3.47,2.79,4.39,5.69,2.9,33.1,35.33,35.86,36.32,0.99,28.1,27.04,28.28,29.45,2.41,7.38,7.63,7.85,0.47,,7.97,0.8,0.450000003,16.27020836,12.75,1.105510185,1600,3.204119983,67.66107178,32.7787323,0.400986999,0,0,0,0.0344,0.001665772,0.001345204,0.002227705,0.01245818,10,51,0.702806613,28,276,0.848685721,4,3,0.473999673,38,13.77,102,36.96
RT13059,TidalCreek,7/16/13,7,2013,2009-2018,32.53756,-80.87344,Jasper,2.1,44,3.784189634,3.59,3.22,3.97,5.16,1.94,0.4,0.27,0.74,2.65,2.38,27.4,26.05,27.92,30.18,4.13,5.74,6.16,6.54,0.8,,9.39,0.1,4.789999962,89.24345398,65.66666412,1.817344955,130,2.113943352,183.2835541,158.8916168,2.092494965,8.052803993,0,0.1746812,0.0919,0.006898819,0.0107767,0.01162497,0.05099553,6,25,0.5472,9,93,0.679847381,3,3.607,0.313541343,1,1.08,0,0
RT13054,TidalCreek,7/16/13,7,2013,2009-2018,32.51777,-80.64548,Beaufort,3,38,3.63758616,2.6,2.8,4.46,5.56,2.76,13.7,11.91,13.45,14.4,2.49,27.8,27.58,29.94,32.34,4.76,7.01,7.18,7.29,0.28,,3.44,0.1,1.784999967,40.98711014,6.666666508,0.823908731,23,1.361727836,102.4959488,13.13200474,0.008178,0.165607005,0,0.003592343,0.0546,0.000428731,0.000979449,4.54E-05,0.01883796,19,161,0.343968211,11,354,0.437182802,3.5,3.144,0.308137566,4,1.13,59,16.67
RO13335,OpenWater,7/16/13,7,2013,2009-2018,32.50782,-80.6171,Beaufort,3.4,1760,7.473069088,5.02,2.91,5.71,6.28,3.37,15,11.04,13.15,15.46,4.42,29,29.03,29.53,30.01,0.98,7.12,7.26,7.4,0.28,,2.08,0.6,0.315000013,3.110953331,0,0,2,0.301029996,127.3366852,0.776060998,0,0,0,0,0.0451,3.03E-05,8.38E-05,0,0.01505705,,,,39,1743,0.548047298,4.5,3.055,0.40608796,1129,64.77,296,16.98
RO13333,OpenWater,7/16/13,7,2013,2009-2018,32.49486,-80.81934,Beaufort,3.4,1558,7.351158226,3.96,3.93,4.33,5.04,1.11,5.8,4.79,11.02,17.59,12.8,28.6,28.38,29.31,29.96,1.58,6.57,6.91,7.18,0.61,,3.25,0.2,0.244999997,7.086613178,27.16666603,1.434036344,110,2.041392685,109.3474045,22.21891022,0,0,0,0,0.0412,0.000819092,0.00085605,0,0.0141819,10,18,0.74691358,55,487,0.887902856,5,0.984,0.718936181,70,14.37,10,2.05
RT13043,TidalCreek,7/17/13,7,2013,2009-2018,32.64146,-80.56161,Colleton,1.8,12,2.48490665,2.63,1.98,2.53,3.35,1.37,9.4,7.76,8.62,9.1,1.34,27.9,28.39,29.75,34.33,5.94,6.76,6.85,6.91,0.15,,4.17,0.3,6.805000067,74.5970993,401.75,2.603955885,350,2.544068044,265.3484192,50.90778732,0.028705001,1.693577051,0,0.03673703,0.1225,0.002166813,0.00298281,0.000159472,0.04617364,8,44,0.664256198,8,57,0.734995383,2,2.782,0.337714618,0,0,1,1.75
RO13346,OpenWater,7/17/13,7,2013,2009-2018,32.46495,-80.44908,Beaufort,10.4,7664,8.94428932,4.88,5.05,5.48,6.01,0.96,20,16.42,22.15,28.57,12.15,28.8,28.65,29.01,29.43,0.78,7.32,7.6,7.86,0.54,,2.89,0.5,0.124999996,4.300614357,356,2.551449998,0,0,225.8068237,0.941635013,0,0,0,0,0.0852,4.91E-05,6.97E-05,0,0.02842408,9,46,0.376181474,21,153,0.900882964,4,2.638,,26,16.99,0,0
RT13055,TidalCreek,7/17/13,7,2013,2009-2018,32.59875,-80.53377,Colleton,4.9,97,4.574710979,2.88,2.85,3.42,4.01,1.16,7.4,2.45,5.29,7.66,5.21,29.6,28.91,29.55,29.96,1.05,6.64,6.79,6.88,0.24,,2.89,0.2,0.970000029,19.90825462,95.5,1.980003372,79,1.897627091,92.27954865,40.91506577,0.088851005,0.605802,0,0.01314104,0.0446,0.001712132,0.00300362,0.000493617,0.0172901,5,9,0.691358025,3,10,0.54,1.5,3.75,0.195601854,0,0,0,0
RO13342,OpenWater,7/17/13,7,2013,2009-2018,32.46141,-80.54639,Beaufort,6.1,1387,7.23489842,3.87,4.51,5.35,6.19,1.68,17.2,16.23,18.5,20.99,4.76,29.9,29.21,29.81,30.86,1.65,7.27,7.44,7.65,0.38,,2.98,0.4,0.375,11.1210041,0,0,2,0.301029996,132.9971466,4.368547916,0,0,0,0,0.0512,0.000136578,0.000380421,0,0.01714851,13,59,0.631427751,33,316,0.83725558,4,3.185,0.501006938,37,11.71,101,31.96
RO13345,OpenWater,7/23/13,7,2013,2009-2018,32.20422,-80.80634,Beaufort,2.1,1044,6.950814768,4.84,4.19,5.03,6.67,2.48,27.4,26.37,27.04,27.66,1.29,28.6,27.81,28.65,31.35,3.54,7.44,7.57,7.79,0.35,,3.07,0.5,0.379999995,12.23009968,3.333333254,0.522878735,2,0.301029996,131.9154816,11.33220768,0,0,0,0,0.0491,0.000386554,0.000597814,0,0.01656565,7,16,0.6953125,54,362,0.895446459,4.5,1.264,0.699412375,57,15.75,12,3.31
RO13341,OpenWater,7/23/13,7,2013,2009-2018,32.38428,-80.84552,Beaufort,3.4,267,5.587248658,4.22,4.25,5.31,6.27,2.02,23.2,20.07,24.52,28.22,8.15,29.4,28.43,29.1,29.95,1.52,,,,0,,3.49,0.3,0.175000004,5.487299442,3.333333254,0.522878735,4.5,0.653212514,112.3378143,2.817802906,0,0,0,0,0.0408,7.55E-05,0.000172448,0,0.01365493,17,77,0.801821555,39,1499,0.708849893,4,4.009,,31,2.07,597,39.83
RT13061,TidalCreek,7/23/13,7,2013,2009-2018,32.28271,-80.83158,Beaufort,1.8,111,4.709530201,5.04,0.35,4.38,7.26,6.91,28.5,9.57,23.78,28.2,18.63,29.2,25.97,28.69,30.79,4.82,7.2,7.46,7.78,0.58,,2.5,0.5,0.605000019,19.60889626,3.333333254,0.522878735,7.800000191,0.892094613,66.9176712,10.15939331,0,0,0,0,0.0302,0.00033898,0.000616181,0,0.01025219,6,6,0.777777778,27,247,0.830762674,3.5,1.253,0.577586312,46,18.62,0,0
RO13338,OpenWater,7/24/13,7,2013,2009-2018,32.40146,-80.70585,Beaufort,2.1,212,5.356586275,4.7,3.98,4.74,5.57,1.59,29.6,22.79,26.39,29.35,6.56,29.6,28.19,28.99,29.79,1.6,7.37,7.46,7.55,0.18,,2.83,0.3,1.290000021,49.22926331,6.833333492,0.834632616,33,1.51851394,186.6065979,60.57016373,0.015516,0,0,0,0.0825,0.002691682,0.002526367,0.0000862,0.02894951,8,10,0.86,11,125,0.404521118,2,1.798,0.363074077,0,0,11,8.8
RT13051,TidalCreek,7/24/13,7,2013,2009-2018,32.29635,-80.62103,Beaufort,1.8,35,3.555348061,4.44,2.24,3.83,4.95,2.71,32.2,30.45,31.16,31.6,1.15,28.6,27.35,28.61,30.04,2.69,7.31,7.5,7.76,0.45,,3.38,0.5,1.764999986,51.5399437,6.666666508,0.823908731,4.5,0.653212514,118.082077,20.62022209,0,0,0,0,0.0601,0.000874431,0.001276451,0,0.02049412,,,,27,222,0.755635634,3,1.945,,5,2.25,29,13.06
RO13337,OpenWater,7/24/13,7,2013,2009-2018,32.34791,-80.74706,Beaufort,1,2633,7.875879159,5.96,4.93,5.61,6.39,1.46,29,20.91,26.55,30.51,9.6,28.9,28.47,28.7,28.91,0.44,7.49,7.66,7.8,0.31,,1.74,1.3,0.074999999,2.442171812,0,0,,,103.0333481,0.143731996,0,0,0,0,0.0416,6.91E-06,1.37E-05,0,0.0138837,,,,19,114,0.834718375,3.5,0.371,,52,45.61,0,0
RO13334,OpenWater,7/24/13,7,2013,2009-2018,32.28408,-80.67992,Beaufort,1.3,5720,8.651724084,5.63,5.5,5.88,6.3,0.8,30.8,29.41,31.22,32.84,3.43,28.8,28.22,28.54,28.81,0.59,7.67,7.78,7.9,0.23,,1.74,1.3,0.07,2.481122017,0,0,0,0,95.38824463,0.33781302,0,0,0,0,0.0342,0.000016241,0.000035593,0,0.01139693,3,5,0.32,68,952,0.887459227,5,3.516,0.657758598,126,13.24,42,4.41
RO13343,OpenWater,7/30/13,7,2013,2009-2018,33.29451,-79.27686,Georgetown,4.6,1804,7.497761701,2.19,0.76,3.14,4.21,3.45,0,0.05,4.62,18.74,18.69,26.8,26.78,27.3,28.09,1.31,6.28,6.54,7.27,0.99,,3.51,0.5,0.454999998,10.15941811,16.66666603,1.221848733,11,1.041392685,142.4570465,4.96586895,0,0,0,0,0.0559,0.000182852,0.001383808,0,0.01873698,2,5,0,6,295,0.37135913,2.5,4.053,,1,0.34,0,0
RT13053,TidalCreek,7/31/13,7,2013,2009-2018,33.03584,-79.39581,Charleston,3,45,3.80666249,1.81,2.4,4.02,6.17,3.77,19.7,18.52,19.41,20.55,2.03,29.5,26.99,28.75,29.96,2.97,7.07,7.33,7.71,0.64,,5.94,0.5,1.86499995,41.25775146,35.33333206,1.548184595,0,0,146.3373718,6.35749197,0,0,0,0,0.0826,0.000236851,0.001035713,0,0.0276508,,,,29,359,0.606675822,3,3.56,0.375510913,12,3.34,219,61
RT13049,TidalCreek,7/31/13,7,2013,2009-2018,33.0751,-79.44732,Charleston,2.1,64,4.158883083,4.16,4.42,4.95,5.68,1.26,16.9,11.19,18.23,25.6,14.41,28.9,27.71,28.62,29.04,1.33,7.16,7.41,7.71,0.55,,5.61,0.6,1.974999964,40.71450806,45.33333206,1.656417641,4.5,0.653212514,117.5778122,22.67507362,0,0,0,0,0.0673,0.00071047,0.002492908,0,0.02282496,13,175,0.297665306,11,227,0.326277249,2.5,4.197,0.211319116,7,3.08,178,78.41
