StationCode,RT_RO_Other,Logger_DO_mean,Logger_Salin_mean,Logger_Temp_mean,Logger_pH_mean,Chl_a_DHEC,SiltClay,Entero_DHEC,LOG_entero,FecalColiform_DHEC,LOG_FC,Met_Total,PAH_Total,PCB_Total,DDT_Total,PBDE_Total,ERMQ_DDT_tot,ERMQ_met,ERMQ_PAH_tot,ERMQ_PCB_tot,ERMQ_ALL,trawl_SP_RICH,trawl_ABUND,benth_SP_RICH,benth_ABUNDANCE,BIBI,MAMBI,HUC14_IMPERV_PRCT,HUC14_DEV_cut,HUC14_DEV_quant
RO18415,OpenWater,4.21,14.83,30.77,7.1,,2.66,10,1,6.8,0.832508913,17.43,0.07,0.18,0,0,0,0.01,1.56E-05,0.000990844,0.003551146,9,31,12,105,4,0.51,2.76,UNDEV,DEV
RO18417,OpenWater,5.72,29.11,29.76,7.68,,3.74,0,0,0,0,15.42,0.28,0.04,0,0,0,0.0072,7.12E-05,0.000225533,0.002399221,5,22,12,204,3,0.44,8.26,UNDEV,DEV
RO18418,OpenWater,,31.7,28.8,7.59,,9.32,0,0,2,0.301029996,22.07,3.9,0.12,0,0,0,0.01,0.000294094,0.000653139,0.004139429,13,159,28,418,3.5,0.5,1.66,UNDEV,UNDEV
RO18419,TidalCreek,5.56,35.68,28.53,7.81,,4.4,0,0,0,0,28.13,3.96,0.13,0,0,0,0.02,0.000141485,0.000718528,0.006899912,4,4,49,634,5,,4.13,UNDEV,DEV
RO18420,OpenWater,4.56,28.1,29.75,7.59,,19.98,10,1,0,0,37.14,17.03,0.34,0.16,0,0.003536334,0.02,0.001312191,0.001887561,0.007678239,11,160,43,595,4,0.39,1.23,UNDEV,UNDEV
RO18421,OpenWater,5.14,22.44,26.9,7.61,,4.24,0,0,4.5,0.653212514,13.99,9.39,0.57,0,0.01,0,0.0068,0.000634808,0.00319405,0.002596962,10,32,19,4096,3.5,,0.37,UNDEV,UNDEV
RO18422,OpenWater,4.16,15.79,30.18,7.19,,29.93,0,0,17,1.230448921,49.06,19.52,0.49,0.1,0,0.002143015,0.02,0.001570048,0.002734078,0.009903436,23,1056,12,118,3,0.3,0.24,UNDEV,UNDEV
RO18423,OpenWater,6.18,13.5,28.78,7.45,,8.01,10,1,13,1.113943352,49.84,14.83,0.91,0.08,0.06,0.001802625,0.02,0.001654928,0.005078367,0.009253252,5,25,10,121,3,0.39,0.12,UNDEV,UNDEV
RO18424,OpenWater,3.46,14.08,26.97,7.15,,12.29,52,1.716003344,110,2.041392685,38.99,276.27,1.74,0.43,0,0.009244882,0.02,0.01,0.009648078,0.01,4,7,13,61,3,0.35,33.77,DEV,DEV
RO18425,OpenWater,4.46,24.95,30.33,7.33,,4,10,1,7.8,0.892094603,18.48,3.93,0.24,0,0,0,0.0097,0.000231797,0.001311583,0.003372983,9,58,20,200,4,,5.87,UNDEV,DEV
RO18426,OpenWater,5.46,23.53,27.51,7.6,,2.25,10,1,2,0.301029996,16.27,0.05,0.35,0,0.03,0,0.01,3.10E-05,0.001961617,0.004560518,20,271,23,253,3.5,,0.07,UNDEV,UNDEV
RO99301,OpenWater,5.44,20.48,29.11,7.65,10.9,7.68,,,2,0.301029996,28.02,32.77,2.79,0,,0,0.01,0.000870914,0.01,0.006669034,0,0,15,246,4,0.43,9.46,UNDEV,DEV
RO99302,OpenWater,3.34,8.16,29.76,6.81,11.36,96.75,,,23,1.361727836,195.7,94.27,1.62,0,,0,0.1,0.01,0.009033334,0.03,0,0,10,38,3,0.37,0.25,UNDEV,UNDEV
RO99303,OpenWater,4.92,32,30.92,7.82,10.81,10.88,,,11,1.041392685,28.36,0,0.86,0,,0,0.01,0,0.0048,0.006181336,22,322,31,359,4,0.49,5.45,UNDEV,DEV
RO99304,OpenWater,4.91,25.3,30.53,7.35,8.61,12.44,,,,,24.24,0,0.92,0.07,,0.001583514,0.01,0,0.005116667,0.003932662,6,56,66,1232,4.5,,4.67,UNDEV,DEV
RO99305,OpenWater,5.97,30.22,29.62,7.73,4.66,3.56,,,,,8.37,0,1.01,0.03,,0.000793926,0.0067,0,0.005616667,0.002573009,7,29,76,1758,4.5,,4.81,UNDEV,DEV
RO99306,OpenWater,5.34,36.41,29.14,8.02,8.17,2.55,,,14,1.146128036,14.12,0,0.8,0,,0,0.01,0,0.004494444,0.005078964,5,16,71,408,4,,15.45,UNDEV,DEV
RO99307,OpenWater,4.87,3.05,27.03,6.7,26.2,2.32,,,900,2.954242509,11.27,0,1.09,0,,0,0.01,0.000204501,0.006105555,0.003663203,13,44,17,1559,4,0.43,0.28,UNDEV,UNDEV
RO99308,OpenWater,5.86,32.12,31.83,7.85,10.9,93.16,,,4,0.602059991,60.01,0,0.98,0,,0,0.03,6.30E-05,0.005488889,0.01,14,652,74,491,4,,0.07,UNDEV,UNDEV
RO99309,OpenWater,4.94,25.4,32.08,7.55,9.71,11.69,,,0,0,39.54,10.48,1.37,0.06,,0.001312364,0.02,0.000234194,0.007644445,0.009314269,3,6,24,121,3.5,0.5,2.36,UNDEV,DEV
RO99310,OpenWater,5.01,33.64,30.8,7.85,9.62,9.28,,,2,0.301029996,25.11,0,0.93,0,,0,0.01,0,0.005166667,0.005672781,15,28,38,178,4.5,,5.45,UNDEV,DEV
RO99311,OpenWater,4.46,30.53,27.51,7.64,8.52,0.89,,,0,0,12.11,0,0.55,0,,0,0.01,0,0.003091667,0.004734413,6,16,16,70,3,,0.28,UNDEV,UNDEV
RO99312,OpenWater,4.61,30.07,30.38,7.67,7.35,25.76,,,0,0,80.79,27.9,1.14,0.11,,0.002516269,0.04,0.000623102,0.00635,0.01,16,57,47,195,4,,4.82,UNDEV,DEV
RO99313,OpenWater,,22.79,32.77,7.5,12.09,18.99,,,17,1.230448921,43.91,47.04,1.43,0.05,,0.001266811,0.01,0.001181238,0.007983333,0.007675323,8,43,10,38,2,0.4,0.71,UNDEV,UNDEV
RO99315,OpenWater,,23.74,32.87,7.37,18.23,1.53,,,11,1.041392685,10.68,0,1.53,0.06,,0.001449024,0.0044,0,0.008522222,0.001998825,16,476,29,551,4,,1.58,UNDEV,UNDEV
RO99316,OpenWater,3.65,17.13,30.69,7.42,11.18,95.42,,,17,1.230448921,227.45,27.6,0,0,,0,0.11,0.00617521,0,0.04,9,45,4,150,1.5,0.24,0.12,UNDEV,UNDEV
RO99317,OpenWater,5.1,32.08,28.79,7.81,10.35,5.53,,,2,0.301029996,30.86,14.3,0,0,,0,0.01,0.000319477,0,0.004779392,9,36,29,226,4,,4.82,UNDEV,DEV
RO99318,OpenWater,4.85,28.27,31.62,7.61,8.39,4.55,,,4,0.602059991,19.86,0,0,0,,0,0.01,4.14E-05,0,0.006060001,15,38,59,333,4.5,0.7,1.04,UNDEV,UNDEV
RO99319,OpenWater,,26.74,31.8,7.51,9.34,16.06,,,2,0.301029996,48.24,0,0,0,,0,0.03,0.000158957,0,0.01,3,4,46,273,4,,1.04,UNDEV,UNDEV
RO99320,OpenWater,4.38,29.74,31.34,7.79,6.94,11.15,,,2,0.301029996,42,0,0,0,,0,0.03,0,0,0.01,13,74,67,745,4.5,,1.58,UNDEV,UNDEV
RO99321,OpenWater,4.27,19.35,30.63,7.53,9.16,63.85,,,17,1.230448921,129.55,0,0,0,,0,0.07,0.000984551,0,0.02,12,34,9,35,2.5,0.33,1.9,UNDEV,DEV
RO99322,OpenWater,6.52,22.98,28.02,7.83,6.44,23,,,80,1.903089987,79.98,1051.11,11.07,0.06,,0.001349241,0.04,0.03,0.06,0.04,13,35,20,151,3,0.36,33.21,DEV,DEV
RO99323,OpenWater,4.91,30.11,31.14,7.66,10.08,10.89,,,30,1.477121255,40.17,7.61,0,0,,0,0.03,0.000431104,0,0.01,0,0,51,232,4,,0.96,UNDEV,UNDEV
RO99324,OpenWater,3.81,26.4,30.35,7.38,8.13,30.04,,,,,237.09,23.61,0.23,0,,0,0.09,0.000527326,0.001316667,0.03,14,84,46,654,3.5,0.58,0.44,UNDEV,UNDEV
RO99325,OpenWater,5.31,29.24,29.38,7.58,5.29,8.39,,,,,31.19,0,0,0,,0,0.02,0.000225487,0,0.006833331,5,35,52,453,4.5,0.64,4.67,UNDEV,DEV
RO99326,OpenWater,5.57,28.96,25.2,7.84,6.47,34.8,,,8,0.903089987,86.69,0,0,0,,0,0.04,0.002049473,0,0.01,11,114,18,74,2.5,0.4,0.12,UNDEV,UNDEV
RO99327,OpenWater,5.58,25.69,29.25,7.65,15.57,6.57,,,4,0.602059991,31.76,12.34,0,0,,0,0.02,0.000275496,0,0.00769397,9,27,31,72,4,0.51,1.79,UNDEV,DEV
RO99328,OpenWater,4.57,32.91,30.66,7.84,11.36,22.8,,,0,0,56.18,0,0,0,,0,0.03,0.000575996,0,0.01,18,99,44,158,4.5,,1.68,UNDEV,UNDEV
RO99329,OpenWater,4.51,29.78,30.9,7.51,5.84,4.97,,,2,0.301029996,35.11,0,0,0,,0,0.02,0,0,0.00839463,5,39,68,981,5,,5.45,UNDEV,DEV
RO99330,OpenWater,3.72,27.15,31.79,7.44,16.67,11.37,,,11,1.041392685,38.56,0,0,0,,0,0.02,0,0,0.007804778,23,79,33,641,4,0.4,9.6,UNDEV,DEV
RT00501,TidalCreek,4.01,30,30.5,7.45,14.9,10.32,,,0,0,52.69,16.94,0.79,0.16,,0.003665944,0.02,0.000728702,0.004411111,0.008837143,7,34,18,684,3.5,0.3,0.22,UNDEV,UNDEV
RT00502,TidalCreek,3.25,25.64,28.67,7.03,6.53,2,,,23,1.361727836,21.51,0,0.34,0,,0,0.0066,0,0.001916667,0.00228578,0,0,12,98,3.5,0.35,0.07,UNDEV,UNDEV
RT00503,TidalCreek,3.83,34.71,29.46,7.71,8.96,17.84,,,22,1.342422681,,34.06,0.82,0.2,,0.004498915,0.03,0.001617476,0.004605555,0.01,21,81,42,582,5,,0.96,UNDEV,UNDEV
RT00504,TidalCreek,3.85,33.21,29.36,7.32,7.04,14.7,,,17,1.230448921,22.52,0,0.18,0,,0,0.01,0,0.001044444,0.004831951,10,49,52,1003,5,0.57,2.36,UNDEV,DEV
RT00505,TidalCreek,3.95,36.23,30.81,7.46,14,32.87,,,0,0,72.56,0,0,0,,0,0.04,0.000511252,0,0.01,11,24,35,1513,4.5,0.41,0.44,UNDEV,UNDEV
RT00517,TidalCreek,4.16,35.9,29.51,7.7,6.44,3.05,,,2,0.301029996,46.25,0,0.12,0,,0,0.01,0,0.000716667,0.005307224,8,32,24,314,4,0.57,1.57,UNDEV,UNDEV
RT00518,TidalCreek,2.91,28.56,28.66,7.23,26.7,78.74,,,80,1.903089987,164.08,16.36,0.64,0,,0,0.08,0.001490445,0.0036,0.02,24,830,15,423,2.5,0.28,0.47,UNDEV,UNDEV
RT00519,TidalCreek,4.47,33.8,30.46,7.24,7.26,34.38,,,2,0.301029996,52.04,34.7,0.16,0.36,,0.007878525,0.03,0.001152215,0.000938889,0.01,7,15,29,291,3,0.43,0.88,UNDEV,UNDEV
RT00520,TidalCreek,4.81,35.27,30.57,7.7,9.28,15.05,,,0,0,64.17,2.34,0.16,0,,0,0.03,5.25E-05,0.000916667,0.01,0,0,71,797,4.5,,19.55,DEV,DEV
RT00521,TidalCreek,4.6,36.49,30.56,7.54,14.1,87.91,,,2,0.301029996,164.67,0,0.15,0.04,,0.000902386,0.1,0.000596089,0.00085,0.03,15,54,42,401,4.5,0.53,0.44,UNDEV,UNDEV
RT00523,TidalCreek,3.57,33.11,28.92,7.39,16.4,70.53,,,900,2.954242509,115.23,0,1.5,0,,0,0.05,0.003013931,0.008388889,0.01,22,167,22,308,3,0.4,1.68,UNDEV,UNDEV
RT00525,TidalCreek,3.5,37.11,30.47,7.42,9.28,10.17,,,0,0,62.2,0,0,0,,0,0.02,0,0,0.008737943,9,22,33,256,3.5,0.43,2.71,UNDEV,DEV
RT00526,TidalCreek,4.19,5.48,29.61,6.87,4.8,63.82,,,170,2.230448921,182,449.85,4.45,3.84,,0.08,0.09,0.02,0.02,0.04,10,58,2,109,1.5,0.17,9.52,UNDEV,DEV
RT00528,TidalCreek,4.13,26.62,29.38,7.17,38.8,50.89,,,50,1.698970004,78.01,29.4,0.4,0.37,,0.008069415,0.04,0.0015025,0.00225,0.01,14,217,12,53,3.5,0.37,0.24,UNDEV,UNDEV
RT00530,TidalCreek,4.69,36.6,30.63,7.71,8.95,25.63,,,0,0,60.64,0,0.15,0,,0,0.04,0.000165655,0.000888889,0.01,21,147,40,367,4,0.52,2.71,UNDEV,DEV
RT00531,TidalCreek,5.03,23.63,29.63,7.38,8.17,6.01,,,23,1.361727836,11.07,8.96,0.26,0,,0,0.01,0.000200036,0.001483333,0.004030662,7,13,9,29,3,0.42,9.46,UNDEV,DEV
RT00541,TidalCreek,4.63,34.47,30.13,7.67,8.93,45.67,,,0,0,111.42,0,1.12,0,,0,0.05,0.000328184,0.006222222,0.01,7,11,45,449,4,0.51,0.34,UNDEV,UNDEV
RT00542,TidalCreek,3.68,33.66,29.79,7.47,16.5,8.81,,,110,2.041392685,18.98,3.08,0,0.03,,0.000850325,0.01,6.90E-05,0,0.005569613,0,0,23,320,4,0.43,4.82,UNDEV,DEV
RT00543,TidalCreek,4.26,31.78,29.59,7.44,9.55,19.29,,,90,1.954242509,25.73,0,0.13,0,,0,0.01,0.000247812,0.000744444,0.004890888,13,74,29,170,3.5,0.5,1.04,UNDEV,UNDEV
RT00544,TidalCreek,4.3,34.68,29.36,7.76,10.5,5.59,,,2,0.301029996,11.64,0,0.06,0.02,,0.000523861,0.0081,0,0.000372222,0.00278325,27,115,32,543,4,0.5,11.57,UNDEV,DEV
RT00545,TidalCreek,5.49,36.55,28.39,7.91,2.91,1.46,,,0,0,0.48,0,0.24,0.05,,0.001084599,0.0003,0,0.001358333,0.000271075,4,4,14,49,3.5,0.53,22.79,DEV,DEV
RT00546,TidalCreek,3.91,34.82,30.03,7.49,10.5,6.81,,,0,0,38.79,0,0.8,0,,0,0.01,0,0.004488889,0.004300951,6,8,38,382,4.5,,0.34,UNDEV,UNDEV
RT00547,TidalCreek,3.88,34.73,29.42,7.55,17,27.61,,,14,1.146128036,70.87,0,1.08,0.11,,0.002581345,0.03,0.000196017,0.006055555,0.01,30,126,32,389,4.5,0.55,0.96,UNDEV,UNDEV
RT00548,TidalCreek,0.63,32.56,28.97,7.22,23.3,70.54,,,7,0.84509804,146.96,5.42,0.21,0.6,,0.01,0.07,0.000366807,0.001222222,0.02,23,623,23,247,3,0.42,2.36,UNDEV,DEV
RT00549,TidalCreek,4.92,16.27,29.93,7.28,21.7,74.29,,,50,1.698970004,230.16,547.89,6.93,2.74,,0.05,0.11,0.02,0.03,0.05,15,111,14,96,3,0.37,33.21,DEV,DEV
RT00550,TidalCreek,5.19,36.16,29.37,7.75,8.94,12.81,,,20,1.301029996,8.27,66.98,0,0.06,,0.001464208,0.0054,0.002224728,0,0.003073908,13,30,34,117,3.5,,15.45,UNDEV,DEV
RT00554,TidalCreek,3.79,23.89,29.7,7.09,4.77,34.25,,,22,1.342422681,51.16,4.05,0.2,0.15,,0.003449024,0.02,0.000871808,0.001111111,0.007833816,9,40,12,54,3,0.37,0.41,UNDEV,UNDEV
RT00556,TidalCreek,4.56,33.33,30.72,7.2,14.9,17.5,,,0,0,33.61,0,0,0,,0,0.01,0.000223254,0,0.005907274,0,0,28,240,4,0.53,4.67,UNDEV,DEV
RT00557,TidalCreek,4.91,33.86,30.8,7.43,8.01,32.9,,,30,1.477121255,41.09,41.11,0,0.05,,0.001255965,0.02,0.002328764,0,0.008653106,23,172,31,234,3.5,0.54,0.61,UNDEV,UNDEV
RT00558,TidalCreek,4.5,35.44,30.59,7.34,17,72.86,,,0,0,141.66,26.02,0.13,0.16,,0.003644252,0.08,0.001677308,0.000755556,0.03,11,59,54,664,4.5,0.58,0.44,UNDEV,UNDEV
RT01602,TidalCreek,4.59,30.74,31.81,7.63,16.8,5.24,,,22,1.342422681,10.68,0,0,0,,0,0.005,0,0,0.00165066,13,94,12,1005,4,,1.58,UNDEV,UNDEV
RT01603,TidalCreek,3.06,26.1,29.91,7.06,8.09,4.81,,,70,1.84509804,19.44,0,0.14,0,,0,0.0086,0.000131943,0.000811111,0.002891224,5,38,6,18,2,,0.07,UNDEV,UNDEV
RT01604,TidalCreek,3.89,34.41,30.35,7.47,16.8,5.83,,,23,1.361727836,31.98,0,0.14,0,,0,0.03,0,0.000783333,0.01,0,0,38,1514,4.5,,0.37,UNDEV,UNDEV
RT01606,TidalCreek,5.34,34.97,28.83,7.8,12.6,47.02,,,2,0.301029996,153.23,9.64,0.42,0,,0,0.09,0.000773576,0.002344444,0.03,21,88,49,725,4,,0.44,UNDEV,UNDEV
RT01619,TidalCreek,4.56,35.68,27.97,7.72,11.4,17.56,,,0,0,41.18,0,0.24,0,,0,0.02,0,0.001361111,0.007967305,12,44,54,621,5,,1.57,UNDEV,UNDEV
RT01624,TidalCreek,4.99,35.91,27.85,7.76,9.41,5.81,,,0,0,19.15,0,0.23,0,,0,0.01,0,0.001316667,0.003973339,12,15,47,962,5,,1.57,UNDEV,UNDEV
RT01625,TidalCreek,3.29,34.36,30.09,7.4,20.8,27.18,,,0,0,61.16,0,0.17,0,,0,0.03,0.000202715,0.000977778,0.01,21,138,39,303,4,0.54,0.24,UNDEV,UNDEV
RT01628,TidalCreek,4.01,9.51,27.86,7.14,4.86,9.08,,,500,2.698970004,89.84,184.11,1.63,0,,0,0.1,0.008119976,0.009072223,0.03,6,55,9,185,2,0.3,9.52,UNDEV,DEV
RT01633,TidalCreek,4.98,11.1,28.27,7.43,9.44,19.67,,,50,1.698970004,107.17,461.63,6.19,0.13,,0.002977224,0.05,0.01,0.03,0.03,6,29,12,121,3.5,0.29,33.21,DEV,DEV
RT01642,TidalCreek,6.02,33.7,30.36,7.79,8.21,15.44,,,7,0.84509804,48.02,0,0.16,0,,0,0.02,0,0.000902778,0.009605157,13,44,31,296,2.5,0.43,4.82,UNDEV,DEV
RT01643,TidalCreek,3.74,30.06,30.08,7.37,9.39,13.57,,,2,0.301029996,42.25,0,0.17,0,,0,0.03,0.000173915,0.000944444,0.01,9,82,40,926,4,,0.13,UNDEV,UNDEV
RT01644,TidalCreek,5.13,28.92,30.04,7.76,8.56,38.23,,,4,0.602059991,163.87,31.86,0.18,0,,0,0.08,0.001466333,0.001034444,0.02,6,29,24,286,3,0.51,11.57,UNDEV,DEV
RT01645,TidalCreek,4.5,35.9,28.7,7.71,9.09,4.11,,,3,0.477121255,20.7,0,0,0,,0,0.01,0,0,0.003510523,6,22,23,298,3.5,,1.58,UNDEV,UNDEV
RT01646,TidalCreek,5.4,31.19,30.88,7.63,11.3,44.87,,,2,0.301029996,187.41,0,0.05,0,,0,0.08,0.000229952,0.000319445,0.02,9,26,35,167,3.5,0.57,0.34,UNDEV,UNDEV
RT01647,TidalCreek,2.42,31.74,31.6,7.56,14.6,24.39,,,4,0.602059991,56.28,17.92,0.27,0,,0,0.03,0.000668869,0.0015,0.01,25,315,39,430,4,,4.82,UNDEV,DEV
RT01648,TidalCreek,4.35,24.24,29.97,7.45,7.73,95.89,,,0,0,202.05,0,0.39,0,,0,0.1,0.000415253,0.002172222,0.03,11,223,11,110,2.5,0.25,1.04,UNDEV,UNDEV
RT01649,TidalCreek,5.08,33.8,30.52,7.81,5.72,15.48,,,7,0.84509804,36.92,0,0.19,0,,0,0.01,0.000131273,0.001094444,0.006580132,12,47,35,263,3.5,0.53,11.57,UNDEV,DEV
RT01650,TidalCreek,5.48,29.16,28.38,7.85,7.74,2.45,,,11,1.041392685,50.55,0,0.12,0,,0,0.02,0,0.000683333,0.007246346,6,18,20,171,3.5,0.51,22.79,DEV,DEV
RT01652,TidalCreek,4.75,33.29,30.54,7.6,8.18,28.18,,,11,1.041392685,77.49,13.72,0.17,0,,0,0.04,0.000579903,0.000986111,0.01,18,205,27,162,3.5,0.46,0.47,UNDEV,UNDEV
RT01653,TidalCreek,4.18,32.57,29.29,7.42,19.8,26.65,,,4,0.602059991,77.11,11.09,0.18,0,,0,0.03,0.000405206,0.001005556,0.01,11,55,27,266,3.5,0.58,1.04,UNDEV,UNDEV
RT01654,TidalCreek,4.9,12.95,28.82,6.96,9.28,98.75,,,50,1.698970004,243.15,35.33,1.85,0,,0,0.13,0.003311529,0.01,0.04,15,107,3,58,1.5,0.22,0.45,UNDEV,UNDEV
RT01655,TidalCreek,4.08,36.59,29.04,7.95,3.16,11.33,,,4,0.602059991,28.48,26.36,0,0,,0,0.01,0.000988346,0,0.005222488,9,85,26,67,3.5,0.55,15.45,UNDEV,DEV
RT01664,TidalCreek,5.25,34.7,27.61,7.71,8.55,18.56,,,4,0.602059991,54.41,0,0.24,0,,0,0.02,0,0.001382222,0.009447665,15,54,23,245,2.5,0.43,1.57,UNDEV,UNDEV
RT01665,TidalCreek,1.89,18.71,30.33,7.31,15.7,98.81,,,50,1.698970004,168.97,38.29,0.73,0,,0,0.09,0.002254644,0.004094444,0.03,12,186,9,66,2.5,0.28,0.47,UNDEV,UNDEV
RT01668,TidalCreek,5.25,34.93,29.31,7.73,13.8,79.38,,,,,177.65,0,0.39,0,,0,0.09,0.000227719,0.002172222,0.03,15,153,19,155,3.5,0.43,0.46,UNDEV,UNDEV
RT022002,TidalCreek,4.1,36.37,29.61,7.69,6.74,22.9,,,0,0,40.16,0,0,0,,0,0.02,0,0,0.007931286,0,0,23,159,3,0.43,1.57,UNDEV,UNDEV
RT022004,TidalCreek,4.31,37.36,28.58,7.52,10.4,55.58,,,2,0.301029996,182.97,0,0,0.09,,0.002143167,0.1,0,0,0.03,12,95,40,565,4,0.43,2.71,UNDEV,DEV
RT022005,TidalCreek,3.78,15.11,26.04,6.99,13.9,94.73,,,140,2.146128036,207.78,60.66,0,0.55,,0.01,0.1,0.008458653,0,0.03,17,240,12,108,3,0.31,0.47,UNDEV,UNDEV
RT022006,TidalCreek,5.7,33.4,30.32,7.94,7.88,11.34,,,21,1.322219295,32.97,15.26,0,0,,0,0.02,0.000340686,0,0.006958984,8,15,36,457,4.5,0.5,19.55,DEV,DEV
RT022007,TidalCreek,5.21,35.92,30.18,7.71,7.6,86.01,,,2,0.301029996,184.66,119.5,0.39,0.56,,0.01,0.1,0.006273441,0.002195,0.03,5,15,19,223,2.5,0.39,0.61,UNDEV,UNDEV
RT022008,TidalCreek,5.32,35.45,30.82,7.85,9.07,8.03,,,7,0.84509804,29.55,4.07,0,0.09,,0.001965293,0.01,9.09E-05,0,0.006229784,24,88,68,1056,5,,11.57,UNDEV,DEV
RT022009,TidalCreek,5.38,36.04,30.59,7.66,12.4,27.08,,,2,0.301029996,58.84,0,0,0,,0,0.03,0.000296928,0,0.01,17,334,18,132,2.5,0.38,1.73,UNDEV,DEV
RT022013,TidalCreek,5.11,34.42,29.99,7.71,11.1,6.3,,,8,0.903089987,3.27,0,0,0,,0,0.0034,0,0,0.001139698,8,38,22,530,3.5,0.42,8.6,UNDEV,DEV
RT022015,TidalCreek,2.71,36.28,27.24,7.58,7.71,18.37,,,22,1.342422681,41.54,0,0,0,,0,0.02,0.000252277,0,0.007984946,14,193,30,378,3,0.4,2.36,UNDEV,DEV
RT022016,TidalCreek,4.51,33.13,31.77,7.53,16.2,56.04,,,0,0,144.49,0,0,0,,0,0.07,0.002567423,0,0.02,18,208,28,207,3,0.42,0.44,UNDEV,UNDEV
RT022017,TidalCreek,2.16,32.64,26.61,7.01,2.89,9.89,,,80,1.903089987,4.28,0,0,0.07,,0.001583514,0.0046,0.000208966,0,0.001718318,0,0,11,107,2.5,0.21,0.07,UNDEV,UNDEV
RT022019,TidalCreek,4.8,31.97,27.84,7.63,5.88,22.8,,,0,0,59.73,0,0.17,0,,0,0.03,0.00029023,0.00095,0.01,16,46,74,1564,5,,0.24,UNDEV,UNDEV
RT022021,TidalCreek,3.9,24.93,26.16,7.21,6.17,34.61,,,300,2.477121255,88.01,34.04,0.06,1.42,,0.03,0.04,0.002255983,0.000367778,0.02,24,255,25,261,3,0.36,0.47,UNDEV,UNDEV
RT022022,TidalCreek,4.67,33.12,30.34,7.62,17.7,6.57,,,50,1.698970004,20.22,0,0,0,,0,0.01,0,0,0.004305017,11,212,26,118,3.5,0.54,9.6,UNDEV,DEV
RT022027,TidalCreek,4.62,36.86,28.02,7.47,17.7,26.92,,,11,1.041392685,75.08,0,0,0,,0,0.04,0.000312556,0,0.01,17,152,50,679,4.5,0.53,1.04,UNDEV,UNDEV
RT022028,TidalCreek,5.26,11.39,28.1,7.29,8.64,49.73,,,13,1.113943352,159.16,48.52,0,0,,0,0.07,0.007624799,0,0.02,4,43,7,15,2,0.25,5.38,UNDEV,DEV
RT022030,TidalCreek,4.45,24.09,28.63,7.22,8.85,8.11,,,9,0.954242509,48.57,0,0,0,,0,0.02,0,0,0.007085346,2,3,9,45,2,0.29,0.11,UNDEV,UNDEV
RT022152,TidalCreek,2.9,27.53,29.36,7.22,4.31,84.99,,,7,0.84509804,182.69,290.35,0.96,2.55,,0.05,0.09,0.00931327,0.005377222,0.04,6,83,12,85,2.5,0.43,0.22,UNDEV,UNDEV
RT022153,TidalCreek,3.94,33.51,29.69,7.42,9.87,59.1,,,50,1.698970004,123.75,43.26,0,0,,0,0.06,0.000965798,0,0.02,15,1150,6,46,1.5,0.28,4.67,UNDEV,DEV
RT022154,TidalCreek,5.41,33.46,31.8,7.65,14,13.68,,,2,0.301029996,35.83,92.45,0,0.32,,0.00710846,0.02,0.002938695,0,0.009752223,17,172,30,500,2.5,0.39,6.42,UNDEV,DEV
RT022155,TidalCreek,3.96,33.73,31.33,7.63,15.2,9.67,,,4,0.602059991,70.44,9.72,0,0,,0,0.03,0.000217115,0,0.01,21,104,36,181,3.5,0.54,4.82,UNDEV,DEV
RT022156,TidalCreek,4.35,37.15,29.52,7.71,6.22,16.43,,,2,0.301029996,23.31,0,0,0,,0,0.01,0,0,0.005823576,12,29,42,644,4,0.5,1.57,UNDEV,UNDEV
RT022157,TidalCreek,4.34,37.19,28.05,7.51,11.3,13.78,,,4,0.602059991,20.37,0,0,0,,0,0.01,0,0,0.005377939,10,26,63,1117,5,0.66,2.36,UNDEV,DEV
RT022160,TidalCreek,5.98,34.22,28.88,7.64,5.52,7.55,,,0,0,14.41,0,0,0,,0,0.01,0,0,0.004435336,11,39,20,94,3.5,0.5,7.27,UNDEV,DEV
RT022162,TidalCreek,4.35,25.61,28.3,7.38,13.1,12.15,,,0,0,48.94,15.44,0,0,,0,0.02,0.000500313,0,0.009914706,10,22,17,276,2.5,0.31,9.46,UNDEV,DEV
RT022164,TidalCreek,4.77,37.37,28.36,7.7,7.61,16.6,,,2,0.301029996,105.8,0,0,0,,0,0.05,0.000158287,0,0.01,25,309,51,634,4.5,0.52,2.71,UNDEV,DEV
RT022165,TidalCreek,5.27,34.28,30.58,7.48,12,50.2,,,13,1.113943352,101.18,45.56,0.07,0.41,,0.009067245,0.05,0.001282818,0.000403889,0.02,18,495,23,131,2.5,0.51,0.61,UNDEV,UNDEV
RT022167,TidalCreek,3.54,33.85,27.22,7.37,6.78,82.34,,,7,0.84509804,129.01,0,0.18,0,,0,0.06,0.00552554,0.001016667,0.02,13,68,43,416,4,0.56,0.07,UNDEV,UNDEV
RT022170,TidalCreek,5.53,35.28,30.18,7.87,6.47,8.88,,,2,0.301029996,158.27,14.81,0,0,,0,0.05,0.000330863,0,0.02,15,22,62,630,4.5,0.69,11.57,UNDEV,DEV
RT022171,TidalCreek,5.11,32.94,26.8,7.67,8.93,6.04,,,4,0.602059991,14.53,0,0,0,,0,0.01,0.000166994,0,0.003339623,9,26,60,644,5,,0.47,UNDEV,UNDEV
