"","RESPONSE","RESPONSE_CATEGORY","HABITAT","SPATIAL_UNIT","SCENARIO_NUMBER","SCENARIO_NAME","PROJECTION","SCENARIO_PROJECTION","PREDICTED","PREDICTED_LOWER","PREDICTED_UPPER","BASELINE","BASELINE_LOWER","BASELINE_UPPER","PRCT_CHANGE"
"378","trawlsprichopen","biological","AllHabitats","HUC 12","5","Pop + Temp","Low","Pop + Temp (Low)",10.1213684596796,8.13432064380158,12.1084162755576,12.1087011659763,11.239841837715,12.9775604942375,-16.4124349841978
"379","trawlsprichopen","biological","OpenWater","HUC 12","6","Pop + Precip","Low","Pop + Precip (Low)",10.1818604661104,9.60602246834023,10.7576984638806,10.2712673046913,9.68447052828258,10.8580640811,-0.870455766836678
"380","trawlsprichopen","biological","TidalCreek","HUC 12","6","Pop + Precip","Low","Pop + Precip (Low)",13.8126888904973,12.3983878985045,15.2269898824901,13.968931973431,12.5505702106608,15.3872937362013,-1.11850414355866
"381","trawlsprichopen","biological","AllHabitats","HUC 12","6","Pop + Precip","Low","Pop + Precip (Low)",11.9860822355653,11.1250577950353,12.8471066760953,12.1087011659763,11.239841837715,12.9775604942375,-1.0126513878756
"382","trawlsprichopen","biological","OpenWater","HUC 12","7","Pop + Temp + Precip","Low","Pop + Temp + Precip (Low)",8.37354073400741,6.53197074774209,10.2151107202727,10.2712673046913,9.68447052828258,10.8580640811,-18.4760703269511
"383","trawlsprichopen","biological","TidalCreek","HUC 12","7","Pop + Temp + Precip","Low","Pop + Temp + Precip (Low)",12.0043691583943,9.69744571257675,14.3112926042118,13.968931973431,12.5505702106608,15.3872937362013,-14.0638011465252
"384","trawlsprichopen","biological","AllHabitats","HUC 12","7","Pop + Temp + Precip","Low","Pop + Temp + Precip (Low)",10.1777625034623,8.19501808417878,12.1605069227458,12.1087011659763,11.239841837715,12.9775604942375,-15.9467034163799
"385","trawlsprichopen","biological","OpenWater","HUC 12","8","Pop","High","Pop (High)",10.1252394212681,9.55205251934469,10.6984263231916,10.2712673046913,9.68447052828258,10.8580640811,-1.42171242448808
"386","trawlsprichopen","biological","TidalCreek","HUC 12","8","Pop","High","Pop (High)",13.7565246641645,12.3400280050992,15.1730213232299,13.968931973431,12.5505702106608,15.3872937362013,-1.52056942986394
"387","trawlsprichopen","biological","AllHabitats","HUC 12","8","Pop","High","Pop (High)",11.9296881917826,11.0677334684172,12.7916429151481,12.1087011659763,11.239841837715,12.9775604942375,-1.47838295569346
"388","trawlsprichopen","biological","OpenWater","HUC 12","9","Temp","High","Temp (High)",7.84104607545381,5.55646506175937,10.1256270891482,10.2712673046913,9.68447052828258,10.8580640811,-23.6603834477905
"389","trawlsprichopen","biological","TidalCreek","HUC 12","9","Temp","High","Temp (High)",11.4723313183502,8.78390239940087,14.1607602372996,13.968931973431,12.5505702106608,15.3872937362013,-17.8725235388744
"390","trawlsprichopen","biological","AllHabitats","HUC 12","9","Temp","High","Temp (High)",9.6454948459683,7.23760684755844,12.0533828443782,12.1087011659763,11.239841837715,12.9775604942375,-20.3424486759094
"391","trawlsprichopen","biological","OpenWater","HUC 12","10","Precip","High","Precip (High)",10.2384815109527,9.65409022771496,10.8228727941904,10.2712673046913,9.68447052828258,10.8580640811,-0.319199109185241
"392","trawlsprichopen","biological","TidalCreek","HUC 12","10","Precip","High","Precip (High)",13.8688531168301,12.4544194749992,15.2832867586609,13.968931973431,12.5505702106608,15.3872937362013,-0.71643885725341
"393","trawlsprichopen","biological","AllHabitats","HUC 12","10","Precip","High","Precip (High)",12.042476279348,11.1784771760082,12.9064753826878,12.1087011659763,11.239841837715,12.9775604942375,-0.546919820057729
"394","trawlsprichopen","biological","OpenWater","HUC 12","11","Temp + Precip","High","Temp + Precip (High)",7.95428816513837,5.67551096606056,10.2330653642162,10.2712673046913,9.68447052828258,10.8580640811,-22.5578701324877
"395","trawlsprichopen","biological","TidalCreek","HUC 12","11","Temp + Precip","High","Temp + Precip (High)",11.5846597710157,8.90453841609027,14.2647811259412,13.968931973431,12.5505702106608,15.3872937362013,-17.0683929662638
"396","trawlsprichopen","biological","AllHabitats","HUC 12","11","Temp + Precip","High","Temp + Precip (High)",9.75828293353366,7.35779467080018,12.1587711962671,12.1087011659763,11.239841837715,12.9775604942375,-19.4109855402737
"397","trawlsprichopen","biological","OpenWater","HUC 12","12","Pop + Temp","High","Pop + Temp (High)",7.84104607545381,5.55646506175937,10.1256270891482,10.2712673046913,9.68447052828258,10.8580640811,-23.6603834477905
"398","trawlsprichopen","biological","TidalCreek","HUC 12","12","Pop + Temp","High","Pop + Temp (High)",11.4723313183502,8.78390239940087,14.1607602372996,13.968931973431,12.5505702106608,15.3872937362013,-17.8725235388744
"399","trawlsprichopen","biological","AllHabitats","HUC 12","12","Pop + Temp","High","Pop + Temp (High)",9.6454948459683,7.23760684755844,12.0533828443782,12.1087011659763,11.239841837715,12.9775604942375,-20.3424486759094
"400","trawlsprichopen","biological","OpenWater","HUC 12","13","Pop + Precip","High","Pop + Precip (High)",10.2384815109527,9.65409022771496,10.8228727941904,10.2712673046913,9.68447052828258,10.8580640811,-0.319199109185241
"401","trawlsprichopen","biological","TidalCreek","HUC 12","13","Pop + Precip","High","Pop + Precip (High)",13.8688531168301,12.4544194749992,15.2832867586609,13.968931973431,12.5505702106608,15.3872937362013,-0.71643885725341
"402","trawlsprichopen","biological","AllHabitats","HUC 12","13","Pop + Precip","High","Pop + Precip (High)",12.042476279348,11.1784771760082,12.9064753826878,12.1087011659763,11.239841837715,12.9775604942375,-0.546919820057729
"403","trawlsprichopen","biological","OpenWater","HUC 12","14","Pop + Temp + Precip","High","Pop + Temp + Precip (High)",7.95428816513837,5.67551096606056,10.2330653642162,10.2712673046913,9.68447052828258,10.8580640811,-22.5578701324877
"404","trawlsprichopen","biological","TidalCreek","HUC 12","14","Pop + Temp + Precip","High","Pop + Temp + Precip (High)",11.5846597710157,8.90453841609027,14.2647811259412,13.968931973431,12.5505702106608,15.3872937362013,-17.0683929662638
"405","trawlsprichopen","biological","AllHabitats","HUC 12","14","Pop + Temp + Precip","High","Pop + Temp + Precip (High)",9.75828293353366,7.35779467080018,12.1587711962671,12.1087011659763,11.239841837715,12.9775604942375,-19.4109855402737
"406","trawlsprichtidal","biological","OpenWater","HUC 12","0","Baseline","NA","Baseline (NA)",9.17071643126596,6.94960873080748,11.3918241317244,9.17071643126596,6.94960873080748,11.3918241317244,0
"407","trawlsprichtidal","biological","TidalCreek","HUC 12","0","Baseline","NA","Baseline (NA)",11.792801598347,11.2283006386063,12.3573025580878,11.792801598347,11.2283006386063,12.3573025580878,0
"408","trawlsprichtidal","biological","AllHabitats","HUC 12","0","Baseline","NA","Baseline (NA)",10.4736761382125,9.26536355942115,11.6819887170039,10.4736761382125,9.26536355942115,11.6819887170039,0
"409","trawlsprichtidal","biological","OpenWater","HUC 12","1","Pop","Low","Pop (Low)",8.99637529885023,6.78565915550176,11.2070914421987,9.17071643126596,6.94960873080748,11.3918241317244,-1.90106338716727
"410","trawlsprichtidal","biological","TidalCreek","HUC 12","1","Pop","Low","Pop (Low)",11.5265011337397,10.9899851128262,12.0630171546531,11.792801598347,11.2283006386063,12.3573025580878,-2.25816115353535
"411","trawlsprichtidal","biological","AllHabitats","HUC 12","1","Pop","Low","Pop (Low)",10.253638814831,9.06278753332576,11.4444900963363,10.4736761382125,9.26536355942115,11.6819887170039,-2.10086048563883
"412","trawlsprichtidal","biological","OpenWater","HUC 12","2","Temp","Low","Temp (Low)",6.45358610132106,3.75813298175404,9.14903922088808,9.17071643126596,6.94960873080748,11.3918241317244,-29.6283322062093
"413","trawlsprichtidal","biological","TidalCreek","HUC 12","2","Temp","Low","Temp (Low)",8.9837119362105,7.20980086791652,10.7576230045045,11.792801598347,11.2283006386063,12.3573025580878,-23.8203758344436
"414","trawlsprichtidal","biological","AllHabitats","HUC 12","2","Temp","Low","Temp (Low)",7.71084961730188,5.70206857433616,9.7196306602676,10.4736761382125,9.26536355942115,11.6819887170039,-26.3787660077693
"415","trawlsprichtidal","biological","OpenWater","HUC 12","3","Precip","Low","Precip (Low)",8.99637529885023,6.78565915550176,11.2070914421987,9.17071643126596,6.94960873080748,11.3918241317244,-1.90106338716727
"416","trawlsprichtidal","biological","TidalCreek","HUC 12","3","Precip","Low","Precip (Low)",11.5265011337397,10.9899851128262,12.0630171546531,11.792801598347,11.2283006386063,12.3573025580878,-2.25816115353535
"417","trawlsprichtidal","biological","AllHabitats","HUC 12","3","Precip","Low","Precip (Low)",10.253638814831,9.06278753332576,11.4444900963363,10.4736761382125,9.26536355942115,11.6819887170039,-2.10086048563883
"418","trawlsprichtidal","biological","OpenWater","HUC 12","4","Temp + Precip","Low","Temp + Precip (Low)",6.45358610132106,3.75813298175404,9.14903922088808,9.17071643126596,6.94960873080748,11.3918241317244,-29.6283322062093
"419","trawlsprichtidal","biological","TidalCreek","HUC 12","4","Temp + Precip","Low","Temp + Precip (Low)",8.9837119362105,7.20980086791652,10.7576230045045,11.792801598347,11.2283006386063,12.3573025580878,-23.8203758344436
"420","trawlsprichtidal","biological","AllHabitats","HUC 12","4","Temp + Precip","Low","Temp + Precip (Low)",7.71084961730188,5.70206857433616,9.7196306602676,10.4736761382125,9.26536355942115,11.6819887170039,-26.3787660077693
"421","trawlsprichtidal","biological","OpenWater","HUC 12","5","Pop + Temp","Low","Pop + Temp (Low)",6.45358610132106,3.75813298175404,9.14903922088808,9.17071643126596,6.94960873080748,11.3918241317244,-29.6283322062093
"422","trawlsprichtidal","biological","TidalCreek","HUC 12","5","Pop + Temp","Low","Pop + Temp (Low)",8.9837119362105,7.20980086791652,10.7576230045045,11.792801598347,11.2283006386063,12.3573025580878,-23.8203758344436
"423","trawlsprichtidal","biological","AllHabitats","HUC 12","5","Pop + Temp","Low","Pop + Temp (Low)",7.71084961730188,5.70206857433616,9.7196306602676,10.4736761382125,9.26536355942115,11.6819887170039,-26.3787660077693
"424","trawlsprichtidal","biological","OpenWater","HUC 12","6","Pop + Precip","Low","Pop + Precip (Low)",8.99637529885023,6.78565915550176,11.2070914421987,9.17071643126596,6.94960873080748,11.3918241317244,-1.90106338716727
"425","trawlsprichtidal","biological","TidalCreek","HUC 12","6","Pop + Precip","Low","Pop + Precip (Low)",11.5265011337397,10.9899851128262,12.0630171546531,11.792801598347,11.2283006386063,12.3573025580878,-2.25816115353535
"426","trawlsprichtidal","biological","AllHabitats","HUC 12","6","Pop + Precip","Low","Pop + Precip (Low)",10.253638814831,9.06278753332576,11.4444900963363,10.4736761382125,9.26536355942115,11.6819887170039,-2.10086048563883
"427","trawlsprichtidal","biological","OpenWater","HUC 12","7","Pop + Temp + Precip","Low","Pop + Temp + Precip (Low)",6.45358610132106,3.75813298175404,9.14903922088808,9.17071643126596,6.94960873080748,11.3918241317244,-29.6283322062093
"428","trawlsprichtidal","biological","TidalCreek","HUC 12","7","Pop + Temp + Precip","Low","Pop + Temp + Precip (Low)",8.9837119362105,7.20980086791652,10.7576230045045,11.792801598347,11.2283006386063,12.3573025580878,-23.8203758344436
"429","trawlsprichtidal","biological","AllHabitats","HUC 12","7","Pop + Temp + Precip","Low","Pop + Temp + Precip (Low)",7.71084961730188,5.70206857433616,9.7196306602676,10.4736761382125,9.26536355942115,11.6819887170039,-26.3787660077693
"430","trawlsprichtidal","biological","OpenWater","HUC 12","8","Pop","High","Pop (High)",8.99637529885023,6.78565915550176,11.2070914421987,9.17071643126596,6.94960873080748,11.3918241317244,-1.90106338716727
"431","trawlsprichtidal","biological","TidalCreek","HUC 12","8","Pop","High","Pop (High)",11.5265011337397,10.9899851128262,12.0630171546531,11.792801598347,11.2283006386063,12.3573025580878,-2.25816115353535
"432","trawlsprichtidal","biological","AllHabitats","HUC 12","8","Pop","High","Pop (High)",10.253638814831,9.06278753332576,11.4444900963363,10.4736761382125,9.26536355942115,11.6819887170039,-2.10086048563883
"433","trawlsprichtidal","biological","OpenWater","HUC 12","9","Temp","High","Temp (High)",5.7844310493397,2.81120440906696,8.75765768961245,9.17071643126596,6.94960873080748,11.3918241317244,-36.9249818954308
"434","trawlsprichtidal","biological","TidalCreek","HUC 12","9","Temp","High","Temp (High)",8.31455688422914,6.11276850148537,10.5163452669729,11.792801598347,11.2283006386063,12.3573025580878,-29.4946428557352
"435","trawlsprichtidal","biological","AllHabitats","HUC 12","9","Temp","High","Temp (High)",7.04169456532052,4.65995744932841,9.42343168131264,10.4736761382125,9.26536355942115,11.6819887170039,-32.7676885135931
"436","trawlsprichtidal","biological","OpenWater","HUC 12","10","Precip","High","Precip (High)",8.99637529885023,6.78565915550176,11.2070914421987,9.17071643126596,6.94960873080748,11.3918241317244,-1.90106338716727
"437","trawlsprichtidal","biological","TidalCreek","HUC 12","10","Precip","High","Precip (High)",11.5265011337397,10.9899851128262,12.0630171546531,11.792801598347,11.2283006386063,12.3573025580878,-2.25816115353535
"438","trawlsprichtidal","biological","AllHabitats","HUC 12","10","Precip","High","Precip (High)",10.253638814831,9.06278753332576,11.4444900963363,10.4736761382125,9.26536355942115,11.6819887170039,-2.10086048563883
"439","trawlsprichtidal","biological","OpenWater","HUC 12","11","Temp + Precip","High","Temp + Precip (High)",5.7844310493397,2.81120440906696,8.75765768961245,9.17071643126596,6.94960873080748,11.3918241317244,-36.9249818954308
"440","trawlsprichtidal","biological","TidalCreek","HUC 12","11","Temp + Precip","High","Temp + Precip (High)",8.31455688422914,6.11276850148537,10.5163452669729,11.792801598347,11.2283006386063,12.3573025580878,-29.4946428557352
"441","trawlsprichtidal","biological","AllHabitats","HUC 12","11","Temp + Precip","High","Temp + Precip (High)",7.04169456532052,4.65995744932841,9.42343168131264,10.4736761382125,9.26536355942115,11.6819887170039,-32.7676885135931
"442","trawlsprichtidal","biological","OpenWater","HUC 12","12","Pop + Temp","High","Pop + Temp (High)",5.7844310493397,2.81120440906696,8.75765768961245,9.17071643126596,6.94960873080748,11.3918241317244,-36.9249818954308
"443","trawlsprichtidal","biological","TidalCreek","HUC 12","12","Pop + Temp","High","Pop + Temp (High)",8.31455688422914,6.11276850148537,10.5163452669729,11.792801598347,11.2283006386063,12.3573025580878,-29.4946428557352
"444","trawlsprichtidal","biological","AllHabitats","HUC 12","12","Pop + Temp","High","Pop + Temp (High)",7.04169456532052,4.65995744932841,9.42343168131264,10.4736761382125,9.26536355942115,11.6819887170039,-32.7676885135931
"445","trawlsprichtidal","biological","OpenWater","HUC 12","13","Pop + Precip","High","Pop + Precip (High)",8.99637529885023,6.78565915550176,11.2070914421987,9.17071643126596,6.94960873080748,11.3918241317244,-1.90106338716727
"446","trawlsprichtidal","biological","TidalCreek","HUC 12","13","Pop + Precip","High","Pop + Precip (High)",11.5265011337397,10.9899851128262,12.0630171546531,11.792801598347,11.2283006386063,12.3573025580878,-2.25816115353535
"447","trawlsprichtidal","biological","AllHabitats","HUC 12","13","Pop + Precip","High","Pop + Precip (High)",10.253638814831,9.06278753332576,11.4444900963363,10.4736761382125,9.26536355942115,11.6819887170039,-2.10086048563883
"448","trawlsprichtidal","biological","OpenWater","HUC 12","14","Pop + Temp + Precip","High","Pop + Temp + Precip (High)",5.7844310493397,2.81120440906696,8.75765768961245,9.17071643126596,6.94960873080748,11.3918241317244,-36.9249818954308
"449","trawlsprichtidal","biological","TidalCreek","HUC 12","14","Pop + Temp + Precip","High","Pop + Temp + Precip (High)",8.31455688422914,6.11276850148537,10.5163452669729,11.792801598347,11.2283006386063,12.3573025580878,-29.4946428557352
"450","trawlsprichtidal","biological","AllHabitats","HUC 12","14","Pop + Temp + Precip","High","Pop + Temp + Precip (High)",7.04169456532052,4.65995744932841,9.42343168131264,10.4736761382125,9.26536355942115,11.6819887170039,-32.7676885135931
"451","benthabund","biological","OpenWater","HUC 12","0","Baseline","NA","Baseline (NA)",2090.01528899684,1941.07206778579,2250.38140409155,2090.01528899684,1941.07206778579,2250.38140409155,0
"452","benthabund","biological","TidalCreek","HUC 12","0","Baseline","NA","Baseline (NA)",2083.15002037886,1934.30652811583,2243.44099388954,2083.15002037886,1934.30652811583,2243.44099388954,0
"453","benthabund","biological","AllHabitats","HUC 12","0","Baseline","NA","Baseline (NA)",2086.60099559872,1942.17378913973,2241.76281472186,2086.60099559872,1942.17378913973,2241.76281472186,0
"454","benthabund","biological","OpenWater","HUC 12","1","Pop","Low","Pop (Low)",2125.07424718845,1975.11068012975,2286.41828583263,2090.01528899684,1941.07206778579,2250.38140409155,1.67744984336654
"455","benthabund","biological","TidalCreek","HUC 12","1","Pop","Low","Pop (Low)",2132.51531916187,1982.30498079475,2294.10219617074,2083.15002037886,1934.30652811583,2243.44099388954,2.36974285577547
"456","benthabund","biological","AllHabitats","HUC 12","1","Pop","Low","Pop (Low)",2128.76859565486,1983.29714092514,2284.90475563699,2086.60099559872,1942.17378913973,2241.76281472186,2.02087510477971
"457","benthabund","biological","OpenWater","HUC 12","2","Temp","Low","Temp (Low)",2106.88192707259,1859.10145212485,2387.66875427881,2090.01528899684,1941.07206778579,2250.38140409155,0.807010272343494
"458","benthabund","biological","TidalCreek","HUC 12","2","Temp","Low","Temp (Low)",2113.72736445512,1861.76107245259,2399.77586552052,2083.15002037886,1934.30652811583,2243.44099388954,1.46784167136955
"459","benthabund","biological","AllHabitats","HUC 12","2","Temp","Low","Temp (Low)",2110.28076968354,1862.90639023323,2390.48624190175,2086.60099559872,1942.17378913973,2241.76281472186,1.13484917024243
"460","benthabund","biological","OpenWater","HUC 12","3","Precip","Low","Precip (Low)",2153.65025928,2000.91379576448,2318.03978564797,2090.01528899684,1941.07206778579,2250.38140409155,3.04471314722798
"461","benthabund","biological","TidalCreek","HUC 12","3","Precip","Low","Precip (Low)",2160.99010697929,2007.37448370095,2326.35541135879,2083.15002037886,1934.30652811583,2243.44099388954,3.73665294572858
"462","benthabund","biological","AllHabitats","HUC 12","3","Precip","Low","Precip (Low)",2157.29443724118,2008.75924298989,2316.80741602473,2086.60099559872,1942.17378913973,2241.76281472186,3.38797124086391
"463","benthabund","biological","OpenWater","HUC 12","4","Temp + Precip","Low","Temp + Precip (Low)",2135.21342091164,1886.41643310973,2416.80653152643,2090.01528899684,1941.07206778579,2250.38140409155,2.16257422387071
"464","benthabund","biological","TidalCreek","HUC 12","4","Temp + Precip","Low","Temp + Precip (Low)",2141.95140037074,1888.53705931171,2429.35228217419,2083.15002037886,1934.30652811583,2243.44099388954,2.82271461088479
"465","benthabund","biological","AllHabitats","HUC 12","4","Temp + Precip","Low","Temp + Precip (Low)",2138.55898775057,1890.01049727714,2419.77591248473,2086.60099559872,1942.17378913973,2241.76281472186,2.49007799102227
"466","benthabund","biological","OpenWater","HUC 12","5","Pop + Temp","Low","Pop + Temp (Low)",2106.88192707259,1859.10145212485,2387.66875427881,2090.01528899684,1941.07206778579,2250.38140409155,0.807010272343494
"467","benthabund","biological","TidalCreek","HUC 12","5","Pop + Temp","Low","Pop + Temp (Low)",2113.72736445512,1861.76107245259,2399.77586552052,2083.15002037886,1934.30652811583,2243.44099388954,1.46784167136955
"468","benthabund","biological","AllHabitats","HUC 12","5","Pop + Temp","Low","Pop + Temp (Low)",2110.28076968354,1862.90639023323,2390.48624190175,2086.60099559872,1942.17378913973,2241.76281472186,1.13484917024243
"469","benthabund","biological","OpenWater","HUC 12","6","Pop + Precip","Low","Pop + Precip (Low)",2153.65025928,2000.91379576448,2318.03978564797,2090.01528899684,1941.07206778579,2250.38140409155,3.04471314722798
"470","benthabund","biological","TidalCreek","HUC 12","6","Pop + Precip","Low","Pop + Precip (Low)",2160.99010697929,2007.37448370095,2326.35541135879,2083.15002037886,1934.30652811583,2243.44099388954,3.73665294572858
"471","benthabund","biological","AllHabitats","HUC 12","6","Pop + Precip","Low","Pop + Precip (Low)",2157.29443724118,2008.75924298989,2316.80741602473,2086.60099559872,1942.17378913973,2241.76281472186,3.38797124086391
"472","benthabund","biological","OpenWater","HUC 12","7","Pop + Temp + Precip","Low","Pop + Temp + Precip (Low)",2135.21342091164,1886.41643310973,2416.80653152643,2090.01528899684,1941.07206778579,2250.38140409155,2.16257422387071
"473","benthabund","biological","TidalCreek","HUC 12","7","Pop + Temp + Precip","Low","Pop + Temp + Precip (Low)",2141.95140037074,1888.53705931171,2429.35228217419,2083.15002037886,1934.30652811583,2243.44099388954,2.82271461088479
"474","benthabund","biological","AllHabitats","HUC 12","7","Pop + Temp + Precip","Low","Pop + Temp + Precip (Low)",2138.55898775057,1890.01049727714,2419.77591248473,2086.60099559872,1942.17378913973,2241.76281472186,2.49007799102227
"475","benthabund","biological","OpenWater","HUC 12","8","Pop","High","Pop (High)",2125.07424718845,1975.11068012975,2286.41828583263,2090.01528899684,1941.07206778579,2250.38140409155,1.67744984336654
"476","benthabund","biological","TidalCreek","HUC 12","8","Pop","High","Pop (High)",2132.51531916187,1982.30498079475,2294.10219617074,2083.15002037886,1934.30652811583,2243.44099388954,2.36974285577547
"477","benthabund","biological","AllHabitats","HUC 12","8","Pop","High","Pop (High)",2128.76859565486,1983.29714092514,2284.90475563699,2086.60099559872,1942.17378913973,2241.76281472186,2.02087510477971
"478","benthabund","biological","OpenWater","HUC 12","9","Temp","High","Temp (High)",2089.58255945795,1800.25883788162,2425.37834496331,2090.01528899684,1941.07206778579,2250.38140409155,-0.0207046111657337
"479","benthabund","biological","TidalCreek","HUC 12","9","Temp","High","Temp (High)",2096.21356309512,1802.39771538074,2437.89891382143,2083.15002037886,1934.30652811583,2243.44099388954,0.627105229506629
"480","benthabund","biological","AllHabitats","HUC 12","9","Temp","High","Temp (High)",2092.87499565669,1803.33736182148,2428.87403032564,2086.60099559872,1942.17378913973,2241.76281472186,0.300680392236219
"481","benthabund","biological","OpenWater","HUC 12","10","Precip","High","Precip (High)",2182.6103541326,2024.89659892359,2352.60194652015,2090.01528899684,1941.07206778579,2250.38140409155,4.43035348225626
"482","benthabund","biological","TidalCreek","HUC 12","10","Precip","High","Precip (High)",2189.84493122484,2030.65074543343,2361.51310588798,2083.15002037886,1934.30652811583,2243.44099388954,5.12180638946835
"483","benthabund","biological","AllHabitats","HUC 12","10","Precip","High","Precip (High)",2186.20235021304,2032.3420832311,2351.70501713888,2086.60099559872,1942.17378913973,2241.76281472186,4.77337808351528
"484","benthabund","biological","OpenWater","HUC 12","11","Temp + Precip","High","Temp + Precip (High)",2146.15818557994,1853.09784158506,2485.53990663279,2090.01528899684,1941.07206778579,2250.38140409155,2.68624334370551
"485","benthabund","biological","TidalCreek","HUC 12","11","Temp + Precip","High","Temp + Precip (High)",2152.56771199932,1854.29383287227,2498.79480769679,2083.15002037886,1934.30652811583,2243.44099388954,3.33234241131771
"486","benthabund","biological","AllHabitats","HUC 12","11","Temp + Precip","High","Temp + Precip (High)",2149.34080270324,1855.79192714902,2489.29818589863,2086.60099559872,1942.17378913973,2241.76281472186,3.00679465009664
"487","benthabund","biological","OpenWater","HUC 12","12","Pop + Temp","High","Pop + Temp (High)",2089.58255945795,1800.25883788162,2425.37834496331,2090.01528899684,1941.07206778579,2250.38140409155,-0.0207046111657337
"488","benthabund","biological","TidalCreek","HUC 12","12","Pop + Temp","High","Pop + Temp (High)",2096.21356309512,1802.39771538074,2437.89891382143,2083.15002037886,1934.30652811583,2243.44099388954,0.627105229506629
"489","benthabund","biological","AllHabitats","HUC 12","12","Pop + Temp","High","Pop + Temp (High)",2092.87499565669,1803.33736182148,2428.87403032564,2086.60099559872,1942.17378913973,2241.76281472186,0.300680392236219
"490","benthabund","biological","OpenWater","HUC 12","13","Pop + Precip","High","Pop + Precip (High)",2182.6103541326,2024.89659892359,2352.60194652015,2090.01528899684,1941.07206778579,2250.38140409155,4.43035348225626
"491","benthabund","biological","TidalCreek","HUC 12","13","Pop + Precip","High","Pop + Precip (High)",2189.84493122484,2030.65074543343,2361.51310588798,2083.15002037886,1934.30652811583,2243.44099388954,5.12180638946835
"492","benthabund","biological","AllHabitats","HUC 12","13","Pop + Precip","High","Pop + Precip (High)",2186.20235021304,2032.3420832311,2351.70501713888,2086.60099559872,1942.17378913973,2241.76281472186,4.77337808351528
"493","benthabund","biological","OpenWater","HUC 12","14","Pop + Temp + Precip","High","Pop + Temp + Precip (High)",2146.15818557994,1853.09784158506,2485.53990663279,2090.01528899684,1941.07206778579,2250.38140409155,2.68624334370551
"494","benthabund","biological","TidalCreek","HUC 12","14","Pop + Temp + Precip","High","Pop + Temp + Precip (High)",2152.56771199932,1854.29383287227,2498.79480769679,2083.15002037886,1934.30652811583,2243.44099388954,3.33234241131771
"495","benthabund","biological","AllHabitats","HUC 12","14","Pop + Temp + Precip","High","Pop + Temp + Precip (High)",2149.34080270324,1855.79192714902,2489.29818589863,2086.60099559872,1942.17378913973,2241.76281472186,3.00679465009664
"496","benthsprich","biological","OpenWater","HUC 12","0","Baseline","NA","Baseline (NA)",22.1401934814571,21.0719238059456,23.2626205329218,22.1401934814571,21.0719238059456,23.2626205329218,0
"497","benthsprich","biological","TidalCreek","HUC 12","0","Baseline","NA","Baseline (NA)",20.356855911044,19.3661423022351,21.3982514491376,20.356855911044,19.3661423022351,21.3982514491376,0
"498","benthsprich","biological","AllHabitats","HUC 12","0","Baseline","NA","Baseline (NA)",21.2353039863212,20.4297983018531,22.0725691330279,21.2353039863212,20.4297983018531,22.0725691330279,0
"499","benthsprich","biological","OpenWater","HUC 12","1","Pop","Low","Pop (Low)",25.0121279806391,22.9835440127614,27.2197597451686,22.1401934814571,21.0719238059456,23.2626205329218,12.9715871796123
"500","benthsprich","biological","TidalCreek","HUC 12","1","Pop","Low","Pop (Low)",22.782229176861,21.0213055959333,24.6906627135199,20.356855911044,19.3661423022351,21.3982514491376,11.9142822271547
"501","benthsprich","biological","AllHabitats","HUC 12","1","Pop","Low","Pop (Low)",23.8780272173954,22.1219169016551,25.7735433294218,21.2353039863212,20.4297983018531,22.0725691330279,12.4449512603003
"502","benthsprich","biological","OpenWater","HUC 12","2","Temp","Low","Temp (Low)",19.8457208110225,18.7146572226791,21.0451428429992,22.1401934814571,21.0719238059456,23.2626205329218,-10.3633812972606
"503","benthsprich","biological","TidalCreek","HUC 12","2","Temp","Low","Temp (Low)",18.2441037280856,17.1922233618787,19.3603418147293,20.356855911044,19.3661423022351,21.3982514491376,-10.3785780681986
"504","benthsprich","biological","AllHabitats","HUC 12","2","Temp","Low","Temp (Low)",19.0330048037855,18.1024185111125,20.0114295025577,21.2353039863212,20.4297983018531,22.0725691330279,-10.3709331590178
"505","benthsprich","biological","OpenWater","HUC 12","3","Precip","Low","Precip (Low)",22.4561521689718,21.3676792343275,23.600072085783,22.1401934814571,21.0719238059456,23.2626205329218,1.42708187161659
"506","benthsprich","biological","TidalCreek","HUC 12","3","Precip","Low","Precip (Low)",20.6453253991577,19.6362429829141,21.7062633217555,20.356855911044,19.3661423022351,21.3982514491376,1.41706307385731
"507","benthsprich","biological","AllHabitats","HUC 12","3","Precip","Low","Precip (Low)",21.5372919308729,20.7143195441138,22.3929607114444,21.2353039863212,20.4297983018531,22.0725691330279,1.42210323311737
"508","benthsprich","biological","OpenWater","HUC 12","4","Temp + Precip","Low","Temp + Precip (Low)",20.1289354950082,18.9859639410133,21.3407149313577,22.1401934814571,21.0719238059456,23.2626205329218,-9.08419336142374
"509","benthsprich","biological","TidalCreek","HUC 12","4","Temp + Precip","Low","Temp + Precip (Low)",18.5026341851725,17.4397914252312,19.6302503535117,20.356855911044,19.3661423022351,21.3982514491376,-9.10858599173711
"510","benthsprich","biological","AllHabitats","HUC 12","4","Temp + Precip","Low","Temp + Precip (Low)",19.3036737804595,18.3647132685836,20.2906419486473,21.2353039863212,20.4297983018531,22.0725691330279,-9.09631530165935
